Register Name,Address,Hex Address,Chip,Family,Model Support,Width,Bits,Function,Access Type,Notes
SPR3CTL,DFF15A,$DFF15A,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 3 position and control data,W,
SPR3DATA,DFF15C,$DFF15C,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 3 image data register A,W,
SPR3DATB,DFF15E,$DFF15E,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 3 image data register B,W,
SPR4POS,DFF160,$DFF160,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Sprite 4 vert,horiz start pos data",W,
SPR4CTL,DFF162,$DFF162,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 4 position and control data,W,
SPR4DATA,DFF164,$DFF164,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 4 image data register A,W,
SPR4DATB,DFF166,$DFF166,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 4 image data register B,W,
SPR5POS,DFF168,$DFF168,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Sprite 5 vert,horiz start pos data",W,
SPR5CTL,DFF16A,$DFF16A,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 5 position and control data,W,
SPR5DATA,DFF16C,$DFF16C,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 5 image data register A,W,
SPR5DATB,DFF16E,$DFF16E,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 5 image data register B,W,
SPR6POS,DFF170,$DFF170,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Sprite 6 vert,horiz start pos data",W,
SPR6CTL,DFF172,$DFF172,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 6 position and control data,W,
SPR6DATA,DFF174,$DFF174,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 6 image data register A,W,
SPR6DATB,DFF176,$DFF176,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 6 image data register B,W,
SPR7POS,DFF178,$DFF178,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Sprite 7 vert,horiz start pos data",W,
SPR7CTL,DFF17A,$DFF17A,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 7 position and control data,W,
SPR7DATA,DFF17C,$DFF17C,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 7 image data register A,W,
SPR7DATB,DFF17E,$DFF17E,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 7 image data register B,W,
COLOR00,DFF180,$DFF180,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 0, color of background & borders",W,
COLOR01,DFF182,$DFF182,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 1,W,
COLOR02,DFF184,$DFF184,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 2,W,
COLOR03,DFF186,$DFF186,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 3,W,
COLOR04,DFF188,$DFF188,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 4,W,
COLOR05,DFF18A,$DFF18A,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 5,W,
COLOR06,DFF18C,$DFF18C,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 6,W,
COLOR07,DFF18E,$DFF18E,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 7,W,
COLOR08,DFF190,$DFF190,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 8,W,
COLOR09,DFF192,$DFF192,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 9,W,
COLOR10,DFF194,$DFF194,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 10,W,
COLOR11,DFF196,$DFF196,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 11,W,
COLOR12,DFF198,$DFF198,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 12,W,
COLOR13,DFF19A,$DFF19A,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 13,W,
COLOR14,DFF19C,$DFF19C,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 14,W,
COLOR15,DFF19E,$DFF19E,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 15,W,
COLOR16,DFF1A0,$DFF1A0,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 16,W,
COLOR17,DFF1A2,$DFF1A2,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 17, color #1 of sprite #0 & #1",W,
COLOR18,DFF1A4,$DFF1A4,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 18, color #2 of sprite #0 & #1",W,
COLOR19,DFF1A6,$DFF1A6,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 19, color #3 of sprite #0 & #1",W,
COLOR20,DFF1A8,$DFF1A8,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 20,W,
COLOR21,DFF1AA,$DFF1AA,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 21, color #1 of sprite #2 & #3",W,
COLOR22,DFF1AC,$DFF1AC,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 22, color #2 of sprite #2 & #3",W,
COLOR23,DFF1AE,$DFF1AE,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 23, color #3 of sprite #2 & #3",W,
COLOR24,DFF1B0,$DFF1B0,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 24,W,
COLOR25,DFF1B2,$DFF1B2,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 25, color #1 of sprite #4 & #5",W,
COLOR26,DFF1B4,$DFF1B4,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 26, color #2 of sprite #4 & #5",W,
COLOR27,DFF1B6,$DFF1B6,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 27, color #3 of sprite #4 & #5",W,
COLOR28,DFF1B8,$DFF1B8,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Color table 28,W,
COLOR29,DFF1BA,$DFF1BA,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 29, color #1 of sprite #6 & #7",W,
COLOR30,DFF1BC,$DFF1BC,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 30, color #2 of sprite #6 & #7",W,
COLOR31,DFF1BE,$DFF1BE,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Color table 31, color #3 of sprite #6 & #7",W,
HTOTAL,DFF1C0,$DFF1C0,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Highest number count, horiz line (VARBEAMEN=1)",W,
HSSTOP,DFF1C2,$DFF1C2,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Horizontal line position for HSYNC stop,W,
HBSTRT,DFF1C4,$DFF1C4,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Horizontal line position for HBLANK start,W,
HBSTOP,DFF1C6,$DFF1C6,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Horizontal line position for HBLANK stop,W,
VTOTAL,DFF1C8,$DFF1C8,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Highest numbered vertical line (VARBEAMEN=1),W,
VSSTOP,DFF1CA,$DFF1CA,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Vertical line position for VSYNC stop,W,
VBSTRT,DFF1CC,$DFF1CC,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Vertical line for VBLANK start,W,
VBSTOP,DFF1CE,$DFF1CE,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Vertical line for VBLANK stop,W,
SPRHSTRT,DFF1D0,$DFF1D0,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,UHRES sprite vertical start,W,
SPRHSTOP,DFF1D2,$DFF1D2,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,UHRES sprite vertical stop,W,
BPLHSTRT,DFF1D4,$DFF1D4,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,UHRES bit plane vertical start,W,
BPLHSTOP,DFF1D6,$DFF1D6,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,UHRES bit plane vertical stop,W,
HHPOSW,DFF1D8,$DFF1D8,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,DUAL mode hires H beam counter write,W,
HHPOSR,DFF1DA,$DFF1DA,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,DUAL mode hires H beam counter read,R,
BEAMCON0,DFF1DC,$DFF1DC,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Beam counter control register (SHRES,UHRES,PAL)",W,
HSSTRT,DFF1DE,$DFF1DE,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Horizontal sync start (VARHSY),W,
VSSTRT,DFF1E0,$DFF1E0,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Vertical sync start (VARVSY),W,
HCENTER,DFF1E2,$DFF1E2,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Horizontal position for Vsync on interlace,W,
DIWHIGH,DFF1E4,$DFF1E4,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Display window - upper bits for start/stop,W,
BPLHMOD,DFF1E6,$DFF1E6,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,UHRES bit plane modulo,W,
SPRHPTH,DFF1E8,$DFF1E8,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,UHRES sprite pointer (high 5 bits),W,
SPRHPTL,DFF1EA,$DFF1EA,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,UHRES sprite pointer (low 15 bits),W,
BPLHPTH,DFF1EC,$DFF1EC,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,VRam (UHRES) bitplane pointer (hi 5 bits),W,
BPLHPTL,DFF1EE,$DFF1EE,AGNUS,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,VRam (UHRES) bitplane pointer (lo 15 bits),W,
FMODE,DFF1FC,$DFF1FC,AGNUS,AGA,A1200/A4000/CD32,16,15-0,Fetch mode register,W,
NOOP,DFF1FE,$DFF1FE,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,No operation/NULL (Copper NOP instruction),R,
